0.000000,-2008.776245,-748.539307,-2757.315430,171.033371,0,-0.000000,1366,1056,1149,1179,1194,876,170,125,115,110,105,0,3,-2145114248,
0.000000,-2049.186768,-739.914490,-2789.101318,169.087250,0,-0.000000,1338,951,1053,1065,1078,798,170,125,115,110,105,0,3,1,
0.000000,-2020.500610,-727.688416,-2748.188965,173.205521,0,-0.000000,1401,952,1040,1068,1110,854,170,125,115,110,105,0,3,0,
0.000000,-2068.010254,-706.437683,-2774.447998,186.702423,0,-0.000000,1402,971,1045,1090,1193,908,170,125,115,110,105,0,3,0,
0.000000,-2020.500610,-727.688416,-2748.188965,153.974091,0,-0.000000,2332,1019,1302,1458,1452,725,170,125,115,110,105,0,3,0,
0.000000,-2117.482178,-713.843750,-2831.325928,159.368729,0,-0.000000,1192,699,808,864,911,645,170,125,115,110,105,0,3,-2145114248,
0.000000,-1973.064941,-707.892151,-2680.957031,311.579803,0,-0.000000,992,1034,1106,844,1393,839,170,125,115,110,105,0,3,1,
0.000000,-2140.903320,-672.189880,-2813.093262,295.483398,0,-0.000000,1346,999,1072,1083,1113,811,170,125,115,110,105,0,3,0,
0.000000,-1943.489258,-760.491638,-2703.980957,282.591614,0,-0.000000,1264,901,980,1008,1049,778,170,125,115,110,105,0,3,0,
0.000000,-2140.903320,-672.189880,-2813.093262,271.782593,0,-0.000000,1255,946,990,990,1001,690,170,125,115,110,105,0,3,0,
0.000000,-1960.564575,-731.480713,-2692.045410,264.763031,0,-0.000000,1156,813,897,939,974,644,170,125,115,110,105,0,3,-2145114248,
0.000000,-1983.649292,-730.447327,-2714.096680,256.100128,0,-0.000000,1174,745,854,907,913,642,170,125,115,110,105,0,3,1,
0.000000,-1975.488647,-704.938721,-2680.427246,251.143219,0,-0.000000,1279,795,897,966,1024,759,170,125,115,110,105,0,3,0,
0.000000,-2005.553833,-691.490784,-2697.044678,246.112701,0,-0.000000,1163,842,882,891,928,648,170,125,115,110,105,0,3,0,
0.000000,-1975.488647,-704.938721,-2680.427246,243.063202,0,-0.000000,1236,842,939,982,1035,725,170,125,115,110,105,0,3,0,
1.000000,-2002.983154,-737.824158,-2740.807373,240.449722,0,-0.000000,1260,834,930,977,1033,730,170,125,115,110,105,0,3,-2145114248,
1.000000,-1997.656006,-741.929626,-2739.585693,236.338242,0,-0.000000,1290,852,966,1019,1042,770,170,125,115,110,105,0,3,1,
1.000000,-2020.288696,-707.046997,-2727.335693,233.267303,0,-0.000000,1303,887,986,1015,1053,778,170,125,115,110,105,0,3,0,
1.000000,-2016.255737,-708.850830,-2725.106445,230.996429,0,-0.000000,1315,890,991,1033,1083,800,170,125,115,110,105,0,3,0,
1.000000,-2020.288696,-707.046997,-2727.335693,229.228714,0,-0.000000,1236,752,870,939,998,718,170,125,115,110,105,0,3,0,
1.000000,-2021.731201,-760.646606,-2782.377930,228.071442,0,-0.000000,1506,958,1080,1142,1162,816,170,125,115,110,105,0,3,-2145114248,
1.000000,-2029.317261,-758.440613,-2787.757812,225.792130,0,-0.000000,1494,944,1077,1144,1141,818,170,125,115,110,105,0,3,1,
1.000000,-2044.322266,-720.469421,-2764.791748,224.650101,0,-0.000000,1506,951,1089,1134,1154,818,170,125,115,110,105,0,3,0,
1.000000,-2052.800293,-716.677307,-2769.477539,223.299332,0,-0.000000,1512,956,1092,1136,1155,833,170,125,115,110,105,0,3,0,
1.000000,-2044.322266,-720.469421,-2764.791748,222.096939,0,-0.000000,1512,964,1095,1139,1160,838,170,125,115,110,105,0,3,0,
1.000000,-2030.508057,-759.510010,-2790.018066,221.378662,0,-0.000000,1507,969,1089,1149,1179,846,170,125,115,110,105,0,3,-2145114248,
1.000000,-2034.396606,-758.395081,-2792.791748,219.860046,0,-0.000000,1501,966,1101,1165,1168,845,170,125,115,110,105,0,3,1,
1.000000,-2051.891602,-721.480347,-2773.372070,219.197678,0,-0.000000,1503,968,1103,1139,1166,834,170,125,115,110,105,0,3,0,
1.000000,-2056.248779,-719.531250,-2775.780029,218.322891,0,-0.000000,1525,976,1094,1133,1164,857,170,125,115,110,105,0,3,0,
1.000000,-2051.891602,-721.480347,-2773.372070,217.724380,0,-0.000000,1507,968,1093,1143,1171,842,170,125,115,110,105,0,3,0,
